"ICER (1-year)","ICER (5-year)","ICER (10-year)","ICER (Lifetime)","ICER (Health Sector 1-year)","ICER (Health Sector 5-year)","ICER (Health Sector 10-year)","ICER (Health Sector Lifetime)"
-30458.8723607403,-35820.9626923386,-37745.0824078229,-34633.7982950828,72129.671164229,70369.0580905395,68838.2805368197,62024.0020538434
162363.447896322,167799.313565429,170374.703741479,165387.186196754,1715.60572164944,1953.61281127324,2105.67760388113,2514.10628430272
83057.8928707341,81074.0581853435,80532.8031021418,80126.3670584756,-18503.4927264972,-18214.8990696266,-18062.6388886991,-17519.0361174965
105294.283909766,115636.012214958,121978.669669523,144054.686375492,-5274.7606102106,-5252.26652384403,-5181.17997023366,-5160.6863180544
-148659.236305737,-126481.781004112,-119010.131050541,-165850.933099187,-117917.960870045,-125340.921597214,-131698.995687875,-203043.335763642
514415.915498095,1057380.17614581,4840335.07436523,-424996.352246033,10566.7876411861,21288.1505217754,97999.3589034216,-9484.57689340722
441214.93646014,360455.729555908,316930.197989143,260821.114344097,-45158.6897797258,-36583.1303440842,-32024.3400205287,-26555.6457447165
-27951.9380464852,-27764.3630747524,-27075.3314120783,-21011.9082122033,15476.4957289951,15026.5614379636,14344.5673170779,11391.5631398305
45884.7352647198,47481.2267202643,48419.8401606808,52002.095800123,-9366.47391775795,-8452.7218860755,-7791.51052428979,-6617.38614766455
235654.704259331,230695.339837994,225545.718075531,210820.676735393,-2394.8858599244,-888.275425580521,-443.762592515254,-103.898296255821
39775.6421772959,42673.6239992783,52886.5412722365,-94929.7564785317,63657.8742154938,91232.9892799966,138427.752357043,-422575.062836021
35882.8740020972,47970.965031766,54270.7730811541,59445.7053671692,-2527.56292474965,-2668.79999737233,-2731.32719999481,-2290.3932979832
48526.1424962401,47965.8952844385,47294.3431313172,44540.8524975523,3593.73526180977,3506.92043565802,3391.04022185468,2953.13756489824
77011.3500237555,85756.6355689018,91723.3611832325,116680.576176816,-16532.835913873,-17362.7932673899,-17897.6303589788,-21463.406672973
145944.53462823,141722.054564207,140673.73142565,145607.358829224,-7480.35587437881,-7583.69605854644,-7884.9465423866,-9601.36080021308
263730.318457606,242174.9659785,240103.05160267,299224.736530916,67419.1353797622,61724.5678279575,60815.6734967291,73596.1235200755
149262.742297359,223165.151569312,291683.6472561,1411849.25127976,12856.8347523568,15572.8794905527,18922.2475057306,96819.2975714282
-813.870311567669,24015.1039127599,33225.1770195516,26575.9801440426,1926.7282597494,2190.64672122905,2479.41936767861,3654.03146899831
6671.28686457958,9663.50925944552,10741.9501526783,8796.33229152018,-4428.7152097233,-4557.93044464345,-4566.35649352076,-4177.02183175271
96915.8751006599,97850.1709002232,98468.9360377202,96519.8548888856,23253.7719345029,22270.7621138899,21903.3619525153,21214.8207604882
37520.9796094811,35601.5692924482,34374.3220964586,32045.7376119928,-33192.8694288571,-30566.6899080354,-29006.0158226467,-26211.7383736895
-3336280.69858034,-2288843.10714147,-1725648.71608145,-817985.757483386,193538.211482201,123785.994484748,90201.1270381174,41354.132381724
96675.6186391447,92920.5208771112,89078.1513803634,75433.0625476472,-10909.3072651066,-9613.90313233771,-8924.85186551152,-7328.10949908517
80270.4520687872,88162.8343897131,93476.1279211052,119002.158499059,-23738.4386532923,-25298.4389469024,-26514.1951668968,-34021.1042494884
532473.915337248,476320.374657532,449687.928230514,400943.555922727,-8275.22693465025,-2394.73752159139,-364.266082577811,1849.21923246714
43036.144510206,44902.0828225209,45595.9666274222,45835.1022776971,9913.83067453825,9902.26198681237,9902.65060282488,10020.4890382888
1163715.56109153,702880.022973538,589096.003350798,605758.02015633,441738.990688111,288470.605058609,248025.70139604,246503.718853471
139521.537255129,136537.815009987,134182.78328889,125246.695498215,-4945.85726270877,-4759.62164698808,-4643.902135404,-4316.8060384276
-438691.084707156,-757871.319038441,-1751157.98029812,555194.39919123,204616.701569194,385875.254321006,917007.562267765,-273721.126219746
54164.6836009809,103897.333179672,150041.549062658,-279985.164345251,84156.8874503052,105989.125259701,135692.508304747,-304931.930090871
1246909.58420798,564052.969024185,429873.050598355,275965.904819519,464890.342201546,217222.463084923,166966.227533331,104383.850198321
53594.0445265764,37488.9989336204,31108.3928900836,30454.7620899018,21135.5571624187,20392.1853710438,19664.3638116854,17146.8507338367
217672.925816245,280938.659052295,324601.752492419,505868.879628771,53268.6471899007,59816.1520435773,64680.7607280792,93435.9247697167
78164.9455957202,76456.138407061,76329.2719932842,79787.7404978403,9731.84710785863,9545.42041549754,9394.16130142088,9054.12972559515
236201.05079217,217793.75952226,206646.442263465,169664.1359546,3491.17992941,3844.24416528384,4041.10941152405,4532.87874949681
357839.012220887,283944.751582765,246484.53501008,173324.036825323,25215.3337737912,20049.3659633717,17421.9668541934,11950.4001069503
-111150.081556423,-112980.648916124,-115555.544980705,-125226.946930928,-52678.1294215442,-54577.6996608657,-56208.6967983502,-61279.540236509
262262.425958304,275109.299080042,282178.076954752,243205.720530411,5056.11880530672,6551.79816824613,6706.44302656094,4765.70434908956
57781.1286545798,58416.2594673183,58787.6184180613,59534.9820402434,1304.66233879373,1326.43445503618,1257.78423571564,856.902290882586
79928.4396346587,81879.1881658389,82173.589896435,79302.3930844193,-5198.52420413988,-5628.36949931395,-5748.31678278052,-5623.43585759196
-541272.012091917,-716289.563608795,-915862.367444764,-2236354.58260883,-104276.089076478,-128909.563527519,-160495.033333652,-379907.718867197
373242.010580773,311408.256298812,290873.920732408,248993.913961391,213687.469201894,181619.359829318,172799.222382311,149632.050092023
-168698.436061986,-262496.224941389,-534314.551192735,113009.551511013,3232.37489437943,11330.6982149336,33693.8190713221,-14912.9241853051
63830.8425935665,62904.5872693263,61242.7211392992,53859.6441215303,19932.6516488587,19157.2472832941,18572.2487660266,16943.7368446056
126903.062586409,121410.258633905,117768.088340701,110624.683377375,47848.4080962301,46840.0348385777,46093.2872153977,44019.6170494819
33465.2514113567,32552.1132549859,32023.4611507669,30852.1665789328,1347.01896424096,1234.42254155977,1178.85110919243,1040.05641133179
58039.7913112553,66985.0749006048,71875.6103550808,78074.0832313554,13953.1002345287,14401.5992502609,14878.6073693476,16624.3715867175
321550.382201782,328896.244532914,333658.350755054,390503.187933872,-17294.6082317474,-16299.4836087493,-15947.5018692117,-18173.3884316912
72569.7007013682,75912.6155596063,78721.3792499755,92474.3451446189,15342.5404051148,15849.8707548479,16330.4201906207,19002.927676404
-242801.990622968,-263695.560206264,-278581.568731123,-314291.623429263,53623.6777548912,58238.6858678761,61541.0658024668,69548.1188939288
-23303.933874958,-22626.8180286262,-22398.5783823152,-23451.6923449155,-82975.5475935616,-82083.8128771565,-81852.5773033703,-84504.4076230344
2476022.32807881,1842357.09578351,1806096.14339863,-4052312.06215581,32514.5825994095,29337.544364753,31379.7827086337,-84037.8983800987
32517.6547684027,32248.9771300482,32055.6495179187,31892.6012516056,5715.7884235722,5681.17761129316,5619.72655138278,5359.15130963218
31178.105685585,40678.3529989414,46559.5390358728,56166.5566706514,-3098.09120912891,-2599.56386937436,-2244.34025878701,-615.562367242981
388812.420999998,408213.515655842,429068.22225169,581370.987493441,-134619.74450735,-137894.161295902,-145017.682899791,-207776.992057823
173845.588203305,185978.664027829,195661.975432452,239019.585706303,9904.61623880231,11489.2187215086,12386.7261643197,15248.4986660023
188190.342786476,186373.36614012,185421.451085112,187404.826181062,10796.4576788779,10629.7553033554,10449.7929238389,10149.2059678433
-64596.4486563205,-70500.6759811851,-73497.9616427362,-74975.2369267738,-97249.759221427,-98908.7424638253,-99892.1953021687,-101789.369992724
23933.3701749906,28232.5022601914,29944.0904325056,30900.063595575,770.41741987346,819.191072890596,851.155537374862,971.774307814284
256163.283509432,250588.124393869,276779.459613269,791279.610592287,-43453.4948389893,-46298.261642965,-53062.4221873488,-155395.653198033
-82616.1544006775,-144902.777900479,-379214.302032974,137965.201831569,-1156.33783587234,-2555.09529378368,-7542.92116303262,3705.48809545135
948598.653719195,61085893.3389956,-1286423.20454846,-282767.405665785,-24833.0670484581,-1314412.53412253,25088.3667907052,4384.00606939323
-108369.686341673,-100213.411507085,-94349.7828999778,-75540.0452038885,-32456.6708772128,-29760.7430471643,-28053.4133003886,-23359.51168329
105114.470966203,103072.253710741,102080.087165834,101335.389206583,-23536.2156189909,-23200.6746377057,-23039.5809428115,-22871.2734208676
136699.908263243,127469.628760595,119234.642749904,106429.324879842,-9834.42792443233,-9902.71749563795,-9588.16367818277,-9106.92663357631
-3649682.03742712,28635618.4094138,3890667.47129559,1014038.25510943,-856233.776380701,6822529.97976074,933529.04865422,243941.811536107
114840.728078564,106605.644391771,101467.288028445,94093.230419376,-30338.3196169823,-27683.7240303248,-26160.2145493185,-24128.4733253765
-45193.4023843711,-41804.119417353,-40544.1959232967,-41287.7112128638,-40463.3023024408,-41259.2270413385,-41803.9420424317,-42863.7724727378
29276.1594564141,15931.1411828043,10290.0353442229,7394.08727765105,201.332122701874,-1573.08013177065,-2425.92037823423,-3544.13056269
29002.6771225211,30958.3622587253,31784.7854810197,33041.5812222432,3639.38675124102,3634.72171579551,3622.525279949,3591.45711118498
