n_inc_costs_TOTAL_6mo,n_inc_costs_TOTAL_1yr,n_inc_costs_TOTAL_5yr,n_inc_costs_TOTAL_10yr,n_inc_costs_TOTAL_life,n_inc_costs_HEALTH_SECTOR_6mo,n_inc_costs_HEALTH_SECTOR_1yr,n_inc_costs_HEALTH_SECTOR_5yr,n_inc_costs_HEALTH_SECTOR_10yr,n_inc_costs_HEALTH_SECTOR_life,n_inc_qalys_TOTAL_6mo,n_inc_qalys_TOTAL_1yr,n_inc_qalys_TOTAL_5yr,n_inc_qalys_TOTAL_10yr,n_inc_qalys_TOTAL_life,n_inc_costs_TX_6mo,n_inc_costs_TX_1yr,n_inc_costs_TX_5yr,n_inc_costs_TX_10yr,n_inc_costs_TX_life,n_inc_costs_HRU_6mo,n_inc_costs_HRU_1yr,n_inc_costs_HRU_5yr,n_inc_costs_HRU_10yr,n_inc_costs_HRU_life,n_inc_costs_CRIMINAL_6mo,n_inc_costs_CRIMINAL_1yr,n_inc_costs_CRIMINAL_5yr,n_inc_costs_CRIMINAL_10yr,n_inc_costs_CRIMINAL_life,,BNX-Dominant,BNX-Dominated,BNX-LC-LE,BNX-MC-ME,,BNX-Dominant,BNX-Dominated,BNX-LC-LE,BNX-MC-ME
913.9546607,2285.627862,6968.875511,7181.60493,5134.288668,-1365.496028,-2240.137582,-4540.997193,-5076.380837,-5406.467856,0.006576194,0.007644416,-0.022390548,-0.064726044,-0.15614119,-1545.521407,-2711.187709,-5948.13515,-6668.843754,-7434.190855,180.0162682,471.008971,1406.533031,1591.332198,2025.543137,2279.450688,4525.765444,11509.8727,12257.98577,10540.75652,,0,1,0,0,,,,,
4849.565674,8036.891732,18874.39779,21002.92347,18507.0249,-1257.897921,-2157.087086,-5032.014682,-5836.20782,-6119.323045,0.008173275,0.010994615,-0.01620354,-0.065571364,-0.179497435,-1484.632293,-2671.459445,-6792.100819,-8012.893228,-9080.8816,226.7303305,514.3528236,1759.742706,2176.062676,2960.216431,6107.463595,10193.97882,23906.41247,26839.13129,24626.34795,,0,1,0,0,,,,,
-278.48985,761.9147017,5359.21113,5553.181913,3437.998486,-1114.465266,-1892.955692,-3982.6643,-4369.260005,-4442.832158,-0.001688673,-0.004810962,-0.037885715,-0.072145249,-0.139810762,-1154.526358,-2047.756209,-4597.67521,-5100.698725,-5523.58802,40.05372562,154.7647992,614.4640706,730.4374473,1078.953571,835.975416,2654.870394,9341.87543,9922.441918,7880.830644,,0,1,0,0,,,,,
6809.586643,10815.79293,20915.12003,21435.94797,18452.99378,-1030.80663,-1671.080611,-3509.972979,-4032.354717,-4339.012001,-0.007328054,-0.014059906,-0.064139497,-0.111599461,-0.202012499,-1217.515936,-2126.403268,-4899.622276,-5572.58019,-6138.079657,186.7053484,455.3022918,1389.298659,1539.586358,1797.812541,7840.393274,12486.87354,24425.09301,25468.30269,22792.00578,,0,1,0,0,,,,,
-388.515921,-31.04817849,2977.306685,3662.372641,2183.374186,-1302.948368,-2232.272235,-4781.715128,-5255.755569,-5422.895649,0.005809928,0.006599103,-0.017163425,-0.050887014,-0.125071805,-1558.316164,-2759.472771,-6207.165776,-6900.991403,-7507.845499,255.3598131,527.1649786,1424.829615,1643.89218,2082.145983,914.4324474,2201.224056,7759.021813,8918.12821,7606.269835,,0,1,0,0,,,,,
478.6974151,1346.323714,4949.620234,5075.011903,3071.577412,-1039.026902,-1728.193895,-3491.73064,-3898.445189,-4037.815718,0.013088068,0.018683619,0.007677203,-0.022107989,-0.088542562,-1313.374551,-2234.61039,-4603.661175,-5117.65816,-5618.790125,274.3369541,506.3645485,1111.215356,1217.896749,1578.434179,1517.724317,3074.517609,8441.350874,8973.457092,7109.393131,,0,1,0,0,,,,,
1079.476095,1633.40171,3072.26007,3011.196928,1921.690063,-1101.614201,-1842.117927,-3858.523238,-4324.023121,-4539.353377,0.002320624,0.002473287,-0.020172287,-0.049824437,-0.107514516,-1381.629775,-2376.372216,-4915.712335,-5420.245313,-5885.505636,280.0080726,534.2200467,1056.705993,1095.323073,1344.343403,2181.090296,3475.519637,6930.783309,7335.220049,6461.04344,,0,1,0,0,,,,,
9965.441224,16040.7209,31713.02216,33701.54425,32181.97226,-1103.812383,-1833.647307,-3799.483151,-4271.948362,-4455.820818,0.008195097,0.011288441,-0.007793749,-0.041756571,-0.117667602,-1331.462122,-2311.208096,-5055.676868,-5690.055014,-6307.852327,227.6424247,477.5256878,1255.65905,1417.083557,1849.941239,11069.25361,17874.36821,35512.50531,37973.49261,36637.79308,,0,1,0,0,,,,,
-360.0670802,267.2966693,3430.431903,3033.579428,216.6727738,-1269.397678,-2195.668398,-4953.488893,-5697.520817,-5954.456302,-0.001067498,-0.00483563,-0.051930096,-0.106622295,-0.222874221,-1526.503149,-2708.14081,-6162.246064,-7061.302753,-8024.847643,257.1038578,512.4671371,1208.761061,1363.982662,2070.974004,909.3305977,2462.965068,8383.920796,8731.100245,6171.129076,,0,1,0,0,,,,,
-3760.92044,-5386.579212,-8276.719428,-9558.73096,-12859.65312,-1154.491328,-1991.898681,-4726.067884,-5483.30632,-5707.49382,0.011341157,0.016559692,0.006151054,-0.029185898,-0.118517569,-1295.608765,-2303.783769,-5810.738155,-6819.81473,-7600.216679,141.1175377,311.8838917,1084.646588,1336.589409,1892.824017,-2606.429112,-3394.680531,-3550.651544,-4075.42464,-7152.159297,,0,0,1,0,,,,,
1153.38609,1879.640553,3691.110617,3067.752078,233.2787156,-1457.816112,-2409.952267,-4940.473277,-5542.043575,-5881.444765,0.009386455,0.012630171,-0.008163162,-0.046778552,-0.133521094,-1597.214085,-2764.520896,-6079.369195,-6813.687052,-7417.406602,139.3891538,354.5278376,1138.244631,1270.340209,1533.234238,2611.202202,4289.59282,8631.583893,8609.795654,6114.723481,,0,1,0,0,,,,,
3662.00201,5833.83525,12345.26691,12203.1717,6787.155321,-1297.462546,-2284.123326,-5529.309596,-6441.686817,-6879.551284,-0.00467631,-0.009434492,-0.060806732,-0.123179642,-0.253092294,-1597.623893,-2984.196446,-7705.811917,-8970.472331,-10019.51541,300.1467943,700.0022632,2175.336151,2526.573381,3135.772215,4959.464556,8117.958576,17874.5765,18644.85852,13666.70661,,0,1,0,0,,,,,
7252.345108,11013.53525,18952.68025,19064.50006,16460.37219,-1382.398495,-2275.26819,-4533.352207,-5105.230965,-5316.447519,0.000496274,-0.001910212,-0.046123285,-0.10055899,-0.218266034,-1434.679594,-2502.063485,-5354.394139,-6085.473993,-7011.967017,52.26535107,226.7277722,820.1151338,978.4978303,1692.13368,8634.743604,13288.80344,23486.03246,24169.73102,21776.81971,,0,1,0,0,,,,,
-9834.546919,-15568.06269,-29929.91472,-32523.74805,-34083.67129,-1260.783758,-2131.83573,-4389.093309,-4734.430337,-4799.786059,0.00702645,0.010400236,0.006616491,-0.006542943,-0.036165811,-1288.177482,-2198.414097,-4644.579492,-5054.034127,-5276.466586,27.39104041,66.56330192,255.1788549,318.9861074,475.5909256,-8573.763161,-13436.22696,-25540.82142,-27789.31771,-29283.88523,,0,0,1,0,,,,,
330.7831818,932.3410138,4246.41156,5183.550988,3906.406483,-999.8518489,-1766.642011,-4312.458471,-5011.88899,-5347.988812,-0.004977306,-0.010767384,-0.062647876,-0.11797444,-0.234204012,-1323.172408,-2392.896986,-6016.130223,-7048.569841,-8105.571629,323.3145719,626.2255421,1703.118147,2035.52158,2754.923359,1330.635031,2698.983025,8558.87003,10195.43998,9254.395294,,0,1,0,0,,,,,
4708.007746,7124.751919,11926.1287,11532.66858,8754.321278,-1119.021924,-1885.501404,-3945.646934,-4386.382682,-4626.905882,-0.002625645,-0.005863845,-0.043331024,-0.083386552,-0.162849047,-1526.452396,-2676.937068,-5733.808677,-6338.180023,-7017.964297,407.4222614,791.3955146,1787.572478,1950.700699,2388.844407,5827.02967,9010.253323,15871.77563,15919.05126,13381.22716,,0,1,0,0,,,,,
4609.766462,7664.81616,15503.19775,15216.87284,10983.9289,-1147.626452,-1916.645895,-4245.622073,-4875.009962,-5040.083753,-0.001085468,-0.004177494,-0.049440354,-0.105898665,-0.21726467,-1387.040286,-2510.824255,-6008.051062,-6880.935303,-7630.84725,239.4012989,594.1200713,1761.496574,2004.058923,2586.651658,5757.392914,9581.462056,19748.81983,20091.8828,16024.01265,,0,1,0,0,,,,,
-950.7085081,-627.3995031,1743.468858,1402.075244,-807.2340374,-1086.630363,-1835.184657,-3904.942445,-4378.603688,-4592.879409,0.004336873,0.005653694,-0.018528976,-0.053597357,-0.119574908,-1326.598003,-2341.046245,-5178.101172,-5757.189898,-6241.307042,239.9621818,505.8370453,1272.822202,1378.024769,1647.455645,135.9218552,1207.785154,5648.411302,5780.678932,3785.645371,,0,0,1,0,,,,,
-9884.365105,-15846.28547,-32187.03566,-36130.23433,-40204.06142,-1525.863512,-2680.417783,-6397.281441,-7242.278209,-7402.113935,-0.010452336,-0.017304955,-0.057529635,-0.094758643,-0.168390119,-1393.219523,-2493.555318,-6146.011676,-7025.938152,-7674.74149,-132.650288,-186.893075,-251.8110589,-217.4007096,270.5999587,-8358.501593,-13165.86768,-25789.75422,-28887.95612,-32801.94749,,0,0,1,0,,,,,
-460.1607316,-369.2490917,163.4746099,-153.734526,-1606.157008,-1046.40714,-1779.991586,-3678.431319,-4039.265867,-4200.698717,-0.005789906,-0.010294215,-0.040612801,-0.067746309,-0.123308811,-1314.018733,-2299.00598,-4889.830805,-5380.088607,-5863.160804,267.6043482,518.9818862,1210.940121,1339.973318,1660.948989,586.246408,1410.742494,3841.905929,3885.531341,2594.541709,,0,0,1,0,,,,,
1193.231288,1525.364944,2340.307886,2346.048848,1563.193921,-826.2154007,-1440.678103,-3149.6006,-3463.722699,-3546.206339,-0.002228309,-0.00396096,-0.019862839,-0.035802858,-0.06900365,-1277.977291,-2158.693138,-4534.662385,-4958.345111,-5220.234447,451.7597509,718.0046051,1384.881496,1494.260626,1673.288014,2019.446688,2966.043047,5489.908486,5809.771547,5109.40026,,0,1,0,0,,,,,
7069.117332,11412.93759,22899.59693,24322.41987,22953.45142,-1099.440943,-1888.214595,-4164.557983,-4618.099598,-4746.874432,-0.008396916,-0.012956273,-0.039967792,-0.063458865,-0.108947522,-1284.669118,-2228.755706,-5042.523128,-5605.987087,-5921.879812,185.2263606,340.53141,877.7677646,987.4954637,1174.201532,8168.558275,13301.15219,27064.15491,28940.51946,27700.32585,,0,1,0,0,,,,,
5582.601785,8900.405759,16892.14259,17413.25945,15482.32218,-1355.551749,-2183.193108,-4404.837891,-5035.15669,-5424.212722,0.007917374,0.010504514,-0.019302797,-0.06718971,-0.16541125,-1488.950789,-2596.696737,-5718.660474,-6548.77575,-7553.48834,133.3878473,413.4550354,1313.116273,1512.282365,2126.625803,6938.153534,11083.59887,21296.98048,22448.41614,20906.5349,,0,1,0,0,,,,,
529.6225162,1192.84335,4285.179194,4890.850856,4494.498426,-887.6055867,-1461.325814,-2859.650461,-3095.486276,-3146.762189,-0.003750692,-0.006014249,-0.017941339,-0.028244536,-0.052618154,-1145.947501,-1874.55111,-3728.440929,-4051.846525,-4249.458827,258.3403917,413.2180147,868.674813,956.1526637,1102.359119,1417.228103,2654.169164,7144.829655,7986.337132,7641.260614,,0,1,0,0,,,,,
-10263.44421,-15886.18233,-30518.71566,-34461.74402,-38654.56912,-1347.846121,-2245.914975,-4975.745505,-5673.035796,-5915.929418,0.006293278,0.008713723,-0.014787249,-0.056834608,-0.15131082,-1450.565048,-2550.240552,-6204.797625,-7185.813697,-7918.313151,102.7099835,304.2830044,1228.287401,1511.206786,1999.214818,-8915.598084,-13640.26736,-25542.97015,-28788.70822,-32738.6397,,0,0,1,0,,,,,
1946.962079,3710.835568,9242.704997,9537.811858,7467.599085,-1222.552932,-2097.23567,-4438.919889,-4870.379131,-4986.560209,0.003364045,0.004247552,-0.022728726,-0.060710156,-0.139200752,-1170.397453,-2096.4046,-4740.419962,-5252.199633,-5772.428812,-52.16539714,-0.876534613,300.7859243,380.4092198,783.0809614,3169.51501,5808.071239,13681.62489,14408.19099,12454.15929,,0,1,0,0,,,,,
-1826.634557,-2278.057702,-820.3986844,-473.6146419,-2524.9352,-1460.838376,-2454.501528,-5415.541541,-6123.204566,-6401.28698,0.001642188,0.001992757,-0.021359046,-0.062719914,-0.166963257,-1353.441201,-2410.560007,-5831.271439,-6680.794244,-7424.051453,-107.4029791,-43.97113939,415.1767125,556.463111,1020.413823,-365.7961808,176.443826,4595.142857,5649.589924,3876.35178,,0,0,1,0,,,,,
-181.7917029,-1.97370876,1256.200732,1355.185012,496.6526613,-1306.245004,-2157.318424,-4435.287318,-4900.868085,-5050.498279,-0.000357639,-0.001834981,-0.020255999,-0.039565971,-0.078316724,-1293.187044,-2199.277312,-4662.573021,-5136.21902,-5452.104312,-13.06338895,41.93587756,226.9814599,234.8389219,400.7835962,1124.453301,2155.344716,5691.48805,6256.053097,5547.15094,,0,1,0,0,,,,,
-584.4753854,-172.4338609,324.8432185,-2157.846959,-8278.330582,-614.4559384,-845.6297216,-2408.684907,-3305.13541,-4085.774898,-0.001214828,-0.007631258,-0.082928608,-0.162377906,-0.30061047,-1527.272671,-2806.45055,-6804.839122,-7933.051383,-9118.278988,912.8052915,1960.764925,4395.350412,4626.530008,5029.813056,29.980553,673.1958607,2733.528126,1147.288451,-4192.555684,,0,0,1,0,,,,,
-4178.97739,-6623.951869,-12836.42858,-14891.78503,-18583.04924,-1305.421053,-2239.197043,-4832.750255,-5374.711014,-5591.730766,0.001676686,-0.00129646,-0.050920819,-0.108123595,-0.2261525,-1576.78988,-2818.158363,-6402.368995,-7168.730008,-7942.661407,271.3520593,578.8819712,1568.394544,1791.604172,2346.001276,-2873.556337,-4384.754825,-8003.678329,-9517.07402,-12991.31847,,0,0,1,0,,,,,
-8273.084555,-12551.41777,-22826.5966,-25654.70711,-29357.06515,-1214.63512,-2087.762908,-4658.353659,-5272.404838,-5543.079678,0.001779758,0.00120287,-0.022987419,-0.055454685,-0.122115204,-1414.634393,-2483.967015,-5645.706961,-6382.501875,-7016.186087,199.9913671,396.1686625,986.7654083,1108.852324,1470.315397,-7058.449435,-10463.65486,-18168.24294,-20382.30227,-23813.98547,,0,0,1,0,,,,,
-6802.962146,-10136.80886,-17982.07685,-20352.1793,-23569.89821,-1047.953994,-1732.699949,-3726.617633,-4272.017984,-4602.692369,0.009728373,0.0121661,-0.015262374,-0.055108547,-0.130178126,-1572.120255,-2761.891049,-5893.657942,-6519.801553,-7089.892842,524.1481692,1029.11842,2166.145929,2246.225072,2484.49769,-5755.008152,-8404.108912,-14255.45922,-16080.16132,-18967.20585,,0,0,1,0,,,,,
171.3763658,660.4291347,2438.954252,1730.575189,-1470.132137,-1207.939305,-2066.53716,-4205.94328,-4645.630692,-4869.838225,-0.009792031,-0.016094447,-0.062204533,-0.103830962,-0.182959441,-1513.959689,-2679.594171,-5699.932884,-6303.650847,-6982.01967,306.0115741,613.0181716,1493.475145,1657.111493,2110.524076,1379.315671,2726.966294,6644.897532,6376.205881,3399.706088,,0,0,1,0,,,,,
-2443.641564,-2988.033575,-2529.522214,-3652.623875,-8630.384062,-1225.475991,-2139.351919,-5002.87772,-5725.019539,-6016.83919,-0.001895985,-0.005648639,-0.051465037,-0.107550466,-0.231387912,-1325.709027,-2453.730182,-6161.62718,-7094.51317,-7912.232713,100.221839,314.3258146,1157.883934,1367.773223,1891.926334,-1218.165573,-848.6816555,2473.355506,2072.395664,-2613.544872,,0,0,1,0,,,,,
-1570.569229,-2352.137881,-3461.863918,-4096.877867,-6786.047972,-1165.298335,-2037.224299,-4559.541867,-5130.675364,-5404.651766,0.005775528,0.007731842,-0.010915692,-0.045504252,-0.129228256,-1470.250145,-2591.481756,-6014.203895,-6825.806465,-7563.466414,304.9456148,554.2267498,1454.128563,1694.046307,2156.479356,-405.2708946,-314.9135815,1097.677949,1033.797496,-1381.396206,,0,0,1,0,,,,,
-4812.782946,-8032.177152,-16653.20338,-18833.65059,-22348.69405,-1575.127975,-2679.919767,-5674.028437,-6247.876934,-6465.762318,-0.010182559,-0.017578397,-0.059917323,-0.096623064,-0.166522088,-1404.390254,-2503.216103,-5734.18564,-6424.759749,-7078.516347,-170.7454772,-176.7378979,59.58101921,175.6528381,610.090646,-3237.654971,-5352.257386,-10979.17495,-12585.77366,-15882.93173,,0,0,1,0,,,,,
-1913.533019,-2198.548822,-1546.609715,-1983.479838,-4035.589575,-1458.50741,-2503.388726,-5215.482978,-5689.653972,-5837.786536,-0.006303087,-0.011837875,-0.046625048,-0.074956348,-0.127231796,-1421.816583,-2517.237004,-5444.67728,-5969.673859,-6408.799107,-36.70146013,13.8031871,228.5536224,278.8277538,568.882912,-455.0256086,304.8399043,3668.873263,3706.174134,1802.196961,,0,0,1,0,,,,,
39.43075678,180.469358,1901.342922,2040.642992,590.4750004,-1034.247649,-1724.757389,-3520.479455,-3889.441098,-4014.608269,-0.003681061,-0.00668583,-0.03208561,-0.057301896,-0.109415571,-1266.879218,-2164.325384,-4628.533874,-5118.434715,-5497.92718,232.6292171,439.5547991,1107.81507,1228.542357,1482.404183,1073.678405,1905.226747,5421.822378,5930.08409,4605.083269,,0,1,0,0,,,,,
2034.28854,3735.439428,9820.175834,10565.87566,8071.703447,-1109.820085,-1977.658835,-4754.310368,-5428.42207,-5642.53279,-0.003243341,-0.007655074,-0.045588323,-0.081764946,-0.147939043,-1275.775582,-2308.874021,-5827.813849,-6732.867176,-7373.727387,165.9469312,331.1723806,1072.674539,1302.685875,1727.651309,3144.108625,5713.098263,14574.4862,15994.29773,13714.23624,,0,1,0,0,,,,,
3225.346368,5064.510896,10014.07582,10755.8394,9675.859763,-1331.464257,-2285.23801,-4925.33336,-5389.670083,-5525.569349,0.001043417,0.001330762,-0.013976849,-0.036698272,-0.086053786,-1313.227243,-2329.840377,-5346.00063,-5907.256508,-6270.930984,-18.23974466,44.58605926,420.3459503,516.9944771,744.3133967,4556.810624,7349.748906,14939.40918,16145.50948,15201.42911,,0,1,0,0,,,,,
-181.3922288,-1045.386761,-5380.119531,-7032.620668,-9055.935977,-1174.689359,-1945.891257,-3940.463353,-4295.651357,-4375.190182,0.007413229,0.009946387,2.99E-05,-0.020437418,-0.067020107,-1430.078269,-2424.910941,-5042.537566,-5516.030874,-5848.870832,255.3824062,478.9884012,1101.576142,1219.469662,1472.134536,993.2971305,900.5044962,-1439.656178,-2736.969311,-4680.745795,,0,0,1,0,,,,,
-2469.629538,-2932.542467,-42.10369208,225.9311002,-3562.825574,-868.0732459,-1473.710564,-3289.852741,-3739.978168,-3976.144459,0.003299125,0.004351071,-0.020956018,-0.061139798,-0.150408455,-1397.796905,-2445.477664,-5652.752243,-6427.900384,-7128.304976,529.7201402,971.7489515,2362.546443,2687.167351,3150.259653,-1601.556292,-1458.831903,3247.749049,3965.909268,413.3188846,,0,0,1,0,,,,,
-4913.590322,-6936.287627,-11024.43234,-12737.64272,-16096.50706,-1169.027035,-1993.176299,-4295.847435,-4837.411192,-5062.113626,0.007702378,0.011802374,0.000871935,-0.027816938,-0.093376127,-1467.389012,-2568.653046,-5808.265517,-6562.752999,-7259.824786,298.3540333,575.4396914,1511.823436,1724.197168,2195.500327,-3744.563287,-4943.111328,-6728.584905,-7900.231525,-11034.39344,,0,0,1,0,,,,,
-2956.367417,-4886.601429,-8729.82335,-9203.494607,-10760.36045,-1015.364588,-1833.402756,-4437.376414,-5010.642474,-5097.635808,0.003655323,0.006276043,-0.010180325,-0.045313569,-0.116737038,-1280.195201,-2304.999921,-5631.739028,-6391.183357,-6862.714313,264.8226203,471.5567747,1193.589926,1378.986972,1762.116925,-1941.002828,-3053.198673,-4292.446936,-4192.852133,-5662.724642,,0,0,1,0,,,,,
-3001.314083,-4050.971837,-5064.940631,-6052.654842,-9310.776152,-1436.595613,-2377.196652,-4935.96846,-5458.229984,-5583.661723,-0.005717094,-0.012045038,-0.055468681,-0.097009768,-0.185493656,-1391.824988,-2469.060898,-5649.612621,-6318.014371,-6888.94614,-44.77664034,91.83247977,713.0685426,858.6473475,1302.962537,-1564.71847,-1673.775184,-128.9721709,-594.4248583,-3727.11443,,0,0,1,0,,,,,
1326.803239,2037.658227,2999.212527,1875.011886,-813.289837,-599.2714751,-852.0508863,-2091.896976,-2704.019204,-3203.772508,0.007469661,0.008071823,-0.024759801,-0.067075086,-0.137376256,-1163.794309,-2026.479909,-4361.109657,-4865.009554,-5297.846234,564.5139622,1174.386257,2268.658085,2160.077352,2092.473201,1926.074714,2889.709114,5091.109503,4579.03109,2390.482671,,0,0,1,0,,,,,
-3296.072164,-4461.944087,-6213.289173,-6878.511586,-8385.521532,-1377.33242,-2173.298513,-4140.15651,-4529.761354,-4692.697381,0.003686464,0.004046146,-0.010292003,-0.02916236,-0.069620333,-1286.885827,-2182.297428,-4379.376713,-4766.108952,-5078.275094,-90.45255838,8.97650164,238.9715727,235.9503738,384.9777938,-1918.739744,-2288.645575,-2073.132663,-2348.750232,-3692.824151,,0,0,1,0,,,,,
1595.487508,3316.163148,9216.29962,9432.406363,6357.528671,-1158.571517,-2006.399372,-4727.663004,-5461.263077,-5769.598922,0.012027792,0.015911876,-0.016215505,-0.067473008,-0.158463877,-1389.95132,-2526.775627,-6067.169666,-6905.127309,-7629.555195,231.3624935,520.2989029,1338.367046,1441.708859,1855.756211,2754.059025,5322.56252,13943.96262,14893.66944,12127.12759,,0,1,0,0,,,,,
-1386.926538,-1417.76934,-1450.620768,-3010.025817,-6727.375698,-1093.685032,-1799.594636,-3823.372699,-4311.109419,-4549.933111,0.0004237,-0.001860039,-0.046733196,-0.101279479,-0.202699317,-1304.910789,-2301.053274,-5097.655151,-5700.45125,-6294.925767,211.2146433,501.4031905,1273.502872,1388.047967,1742.853847,-293.2415066,381.825296,2372.75193,1301.083602,-2177.442587,,0,0,1,0,,,,,
1499.275954,3249.844118,8473.358163,8143.278399,5234.752089,-884.4771736,-1467.025023,-3360.551134,-3999.925155,-4246.398869,-0.000857126,-0.003457165,-0.051465614,-0.109247236,-0.217013776,-1318.113547,-2311.513768,-5270.690569,-6081.82484,-6897.96991,433.627702,844.4482752,1909.593165,2080.988056,2649.912058,2383.753127,4716.869141,11833.9093,12143.20355,9481.150958,,0,1,0,0,,,,,
-9483.604174,-15608.79361,-34847.9521,-40372.13779,-45087.9702,-1431.981878,-2393.937353,-5165.306154,-5760.672025,-6042.66781,0.005470786,0.00734545,-0.008861259,-0.039591287,-0.10710875,-1449.904621,-2583.634112,-5900.537596,-6558.056204,-7062.570449,17.91873143,189.6748345,734.8770418,796.7718698,1018.75298,-8051.622297,-13214.85626,-29682.64594,-34611.46577,-39045.30239,,0,0,1,0,,,,,
1429.472643,3175.230415,9006.404872,9334.218789,7198.458639,-1216.560063,-2040.804162,-4315.866049,-4802.759987,-4944.331937,0.000724821,-0.001604973,-0.037882045,-0.07711374,-0.153065762,-1329.321931,-2354.897813,-5202.356028,-5769.120015,-6242.685472,112.7511723,314.0438397,885.7848704,965.0979885,1296.078614,2646.032706,5216.034577,13322.27092,14136.97878,12142.79058,,0,1,0,0,,,,,
1630.442637,2662.33314,6360.279979,6864.622514,5487.225437,-1172.192542,-1989.492937,-4541.889397,-5153.229693,-5279.513235,0.010635843,0.015354395,0.006998504,-0.019256862,-0.084248778,-1126.365947,-1976.762154,-4774.453767,-5487.964829,-5966.733349,-45.83174459,-12.75518415,232.0915225,333.6987116,685.0204883,2802.63518,4651.826076,10902.16938,12017.85221,10766.73867,,0,1,0,0,,,,,
1271.101691,1955.52828,3653.648066,3494.244941,1716.120783,-1313.459898,-2243.582599,-5027.323455,-5660.878201,-5862.797478,0.000897478,0.000439854,-0.022053445,-0.055065267,-0.128033822,-1394.199197,-2454.457059,-5796.396189,-6603.592508,-7201.883597,80.73525498,210.8546737,768.7001626,941.9362081,1337.307637,2584.561589,4199.110879,8680.971521,9155.123142,7578.918261,,0,1,0,0,,,,,
3685.334551,5193.657648,7322.867722,6866.957356,5158.417618,-963.1675511,-1535.529604,-2946.035097,-3271.535724,-3432.373197,0.008232154,0.010740662,-0.010361012,-0.043380923,-0.111812709,-1204.901779,-2088.915305,-4358.005701,-4800.359024,-5255.63094,241.7263168,553.351192,1411.517656,1528.041228,1821.895219,4648.502102,6729.187252,10268.90282,10138.49308,8590.790816,,0,1,0,0,,,,,
4391.375429,7735.870136,14360.1321,13002.8408,9131.251187,-595.5570332,-715.1995317,-1945.0336,-2743.890409,-3456.416554,-0.001068569,-0.006398993,-0.074223381,-0.146739691,-0.263863795,-1372.557737,-2415.30652,-5396.912685,-6099.548778,-6794.41383,776.9916762,1700.066996,3451.410828,3355.0067,3337.403564,4986.932463,8451.069668,16305.1657,15746.73121,12587.66774,,0,1,0,0,,,,,
-309.6212266,16.95208019,3150.906907,4166.64131,2356.583251,-1177.128377,-2061.199343,-4718.865109,-5270.630352,-5555.084666,0.011478383,0.017192667,0.00753248,-0.02837559,-0.115827884,-1258.274434,-2296.674742,-5547.543638,-6259.312215,-6954.157292,81.13995131,235.4429176,828.091262,987.5242198,1396.694485,867.5071503,2078.151424,7869.772016,9437.271662,7911.667917,,0,1,0,0,,,,,
-1137.025515,-1162.913342,-1095.863612,-1813.96146,-3636.950258,-975.541919,-1632.211398,-3406.809843,-3779.16113,-3874.374325,0.008802403,0.011343279,-0.010374851,-0.040906123,-0.097455816,-1313.230558,-2262.272303,-4793.804088,-5265.963147,-5637.741148,337.6741784,630.0016836,1386.272263,1485.533723,1761.128006,-161.4835964,469.2980566,2310.946231,1965.19967,237.4240668,,0,0,1,0,,,,,
-894.3247317,-539.6611073,3336.4265,4443.926435,3460.912716,-1267.863483,-2155.011622,-4621.777463,-5061.197888,-5207.853114,-0.006861608,-0.010824393,-0.037329001,-0.062188687,-0.110090875,-1251.511106,-2203.885537,-4991.051531,-5525.213353,-5920.551442,-16.35750853,48.84948664,368.8491496,463.171078,711.1695219,373.538751,1615.350514,7958.203962,9505.124322,8668.76583,,0,1,0,0,,,,,
-3664.107756,-5472.488749,-10325.81976,-11975.01363,-14436.50724,-1018.453319,-1749.906345,-4043.205124,-4592.136564,-4727.468,-0.004519883,-0.009357667,-0.054367522,-0.100768454,-0.186367911,-1227.198881,-2198.419663,-5103.72786,-5727.636907,-6248.883468,208.7379677,448.4798655,1060.071101,1134.743714,1520.114955,-2645.654437,-3722.582404,-6282.614635,-7382.877064,-9709.039242,,0,0,1,0,,,,,
-163.9888244,-667.0719285,-3508.7654,-4992.352306,-7268.019476,-1076.892058,-1800.057499,-3799.863483,-4261.594612,-4468.170943,0.00998392,0.013171694,0.000913116,-0.024627399,-0.083232554,-1371.008653,-2331.632765,-4934.434171,-5484.260874,-5927.687119,294.1150594,531.5681289,1134.503909,1222.63207,1459.567556,912.9032339,1132.985571,291.0980834,-730.7576947,-2799.848533,,0,0,1,0,,,,,
-389.0848965,1183.618227,6320.533517,5223.762318,1226.893891,-1031.36571,-1618.59757,-3381.551965,-3963.963338,-4291.458212,0.006869434,0.00797635,-0.029863656,-0.08394084,-0.185284085,-1400.065412,-2453.420863,-5391.685916,-6058.56289,-6652.619992,368.6873032,834.7670883,2009.364476,2093.254518,2358.703315,642.2808138,2802.215797,9702.085482,9187.725656,5518.352104,,0,1,0,0,,,,,
-1282.25878,-1784.079933,-2621.268587,-3136.049728,-4458.842919,-1380.588528,-2262.267091,-4500.037732,-4908.41544,-5073.886404,-0.007746538,-0.013481418,-0.041487563,-0.062485617,-0.105004186,-1493.066163,-2528.670108,-5251.132087,-5737.489511,-6085.222128,112.4755866,266.3916015,750.8911427,828.6858475,1010.55035,98.32974866,478.1871575,1878.769145,1772.365712,615.0434845,,0,0,1,0,,,,,
